beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id,photo_url,global_rating_score,global_weighted_rating_score,tagged_friends,total_toasts,total_comments
"Lil' Devil","AleSmith Brewing Company","Pale Ale - Belgian",5.75,24,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.5,"2017-09-26 23:17:22",https://untappd.com/c/508350604,https://untappd.com/beer/1255,https://untappd.com/brewery/2471,"United States","San Diego",CA,,,Bottle,508350604,1255,2471,https://untappd.s3.amazonaws.com/photo/2017_09_26/8fdddb9e5fe4e62c68a88df7937cc43f_raw.jpg,3.6,3.6,,0,0
"X Extra Pale Ale","AleSmith Brewing Company","Pale Ale - American",5.25,35,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.75,"2017-09-27 21:24:36",https://untappd.com/c/508553652,https://untappd.com/beer/901,https://untappd.com/brewery/2471,"United States","San Diego",CA,,,Bottle,508553652,901,2471,https://untappd.s3.amazonaws.com/photo/2017_09_27/5ee9679cf5b1fd022d13c1401204bf50_raw.jpg,3.7,3.7,,0,0
"Mandarina Bavaria","Cape Brewing Co.","IPA - American",6.5,65,"Vähän vaisu ja laimea spekseihin nähden, en löydä mandariinia juurikaan","Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.25,"2017-09-27 22:12:10",https://untappd.com/c/508566828,https://untappd.com/beer/710260,https://untappd.com/brewery/63803,"South Africa",Paarl,"Western Cape",,Alko,Bottle,508566828,710260,63803,https://untappd.s3.amazonaws.com/photo/2017_09_27/3162ffd4f3ee36c9631b414877e44c75_raw.jpg,3.42,3.46,,0,0
"Past Masters 1926 Oatmeal Porter","Fuller's Brewery","Porter - English",7.8,0,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.75,"2017-09-27 22:54:52",https://untappd.com/c/508579112,https://untappd.com/beer/1593122,https://untappd.com/brewery/3296,England,London,"Greater London",,Alko,Bottle,508579112,1593122,3296,https://untappd.s3.amazonaws.com/photo/2017_09_27/bf3f99a9aa0c354e343c8cddba6c0a31_raw.jpg,3.72,3.71,,0,0
"Cape of Good Hops Imperial IPA","Cape Brewing Co.","IPA - Imperial / Double",7.5,80,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.5,"2017-09-28 21:10:00",https://untappd.com/c/508816826,https://untappd.com/beer/848483,https://untappd.com/brewery/63803,"South Africa",Paarl,"Western Cape",,Alko,Bottle,508816826,848483,63803,https://untappd.s3.amazonaws.com/photo/2017_09_28/8e18ccdbd2c621383cfe61ec1e969236_raw.jpg,3.61,3.62,,0,0
"Imperial IPA","Fuller's Brewery","IPA - Triple",10.5,65,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,4,"2017-09-28 21:36:36",https://untappd.com/c/508824632,https://untappd.com/beer/2155964,https://untappd.com/brewery/3296,England,London,"Greater London",,Alko,Bottle,508824632,2155964,3296,https://untappd.s3.amazonaws.com/photo/2017_09_28/2883c909e55a70f31a0141156605df17_raw.jpg,3.62,3.62,,1,0
"KOFF American Lager",Sinebrychoff,"Lager - American Light",4.5,28,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3,"2017-09-29 21:05:54",https://untappd.com/c/509180206,https://untappd.com/beer/1922261,https://untappd.com/brewery/961,Finland,Kerava,Etelä-Suomi,,,Can,509180206,1922261,961,,2.78,2.89,,0,0
"51 Roadkill IPA","Fat Lizard Brewing Co.","IPA - American",6.5,65,"Olut toimii, mut 0,25l tölkki ei","Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,4,"2017-09-29 21:53:12",https://untappd.com/c/509206028,https://untappd.com/beer/1215566,https://untappd.com/brewery/185078,Finland,"02150 Espoo",,,Alko,Can,509206028,1215566,185078,https://untappd.s3.amazonaws.com/photo/2017_09_29/34ef9436862bae472b1e0d5a5b6b44e4_raw.jpg,3.59,3.6,,1,0
"Sorachi Saison","Ægir Bryggeri","Farmhouse Ale - Saison",4.7,15,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.25,"2017-09-29 22:38:57",https://untappd.com/c/509234133,https://untappd.com/beer/1846117,https://untappd.com/brewery/3778,Norway,Flåm,"Sogn og Fjordane",,Alko,Can,509234133,1846117,3778,https://untappd.s3.amazonaws.com/photo/2017_09_29/806aec329926f60f17dada67b4567776_raw.jpg,3.24,3.25,,0,0
APA,Olvi,"Pale Ale - American",5,58,,"Original Sokos Hotel Lappee",Lappeenranta,Etelä-Karjala,Suomi,61.0566,28.1911,3.5,"2017-10-01 20:30:19",https://untappd.com/c/510445053,https://untappd.com/beer/1459622,https://untappd.com/brewery/2655,Finland,Iisalmi,Itä-Suomi,,,,510445053,1459622,2655,,3.12,3.14,,0,0
"Lahden Erikois IPA",Hartwall,"IPA - International",4.7,45,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3,"2017-10-03 22:46:40",https://untappd.com/c/511003757,https://untappd.com/beer/2292170,https://untappd.com/brewery/3264,Finland,Lahti,Etelä-Suomi,,S-market,Can,511003757,2292170,3264,https://untappd.s3.amazonaws.com/photo/2017_10_03/6108e738f3f732e49e5221b76cca5a9f_raw.jpg,2.88,2.9,,0,0
"San Miguel","Carlsberg UK","Lager - Euro Pale",5,4,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,2.5,"2017-10-06 19:55:28",https://untappd.com/c/511825980,https://untappd.com/beer/6439,https://untappd.com/brewery/148366,England,Northampton,Northamptonshire,,S-market,,511825980,6439,148366,,2.96,2.96,,0,0
"Raspy Mary Double IPA","Fat Lizard Brewing Co.","IPA - Imperial / Double",8,100,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,4,"2017-10-06 20:32:38",https://untappd.com/c/511842523,https://untappd.com/beer/1771889,https://untappd.com/brewery/185078,Finland,"02150 Espoo",,,Alko,Can,511842523,1771889,185078,https://untappd.s3.amazonaws.com/photo/2017_10_06/7e4e8f53f189393d9ee56e49dede083a_raw.jpg,3.66,3.66,,1,2
"Brewer's Special Oktoberfest","Saimaa Brewing Company",Märzen,5.8,20,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,2.75,"2017-10-06 21:30:53",https://untappd.com/c/511873256,https://untappd.com/beer/1666099,https://untappd.com/brewery/11432,Finland,Mikkeli,,,Alko,Bottle,511873256,1666099,11432,https://untappd.s3.amazonaws.com/photo/2017_10_06/a6b209b574ada0f914806858d7550ee5_raw.jpg,3.07,3.1,,0,0
"Mannus & Blodøks",Austmann,"Stout - Imperial / Double",8.8,0,"En ihmettele pisteitä, on kova olut, pehmeä, voimakas kahvi","Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,4.5,"2017-10-06 22:18:05",https://untappd.com/c/511903291,https://untappd.com/beer/1384745,https://untappd.com/brewery/69202,Norway,Trondheim,Trøndelag,,Alko,Bottle,511903291,1384745,69202,https://untappd.s3.amazonaws.com/photo/2017_10_06/f623a828cf6ecd91ce36aec0c5b0fe57_raw.jpg,3.69,3.69,,1,0
"Kukko IPA 4,7%","Laitilan Wirvoitusjuomatehdas","IPA - International",4.7,65,,"Tapahtumakeskus Telakka",Helsinki,Uusimaa,Suomi,60.1522,24.9249,3.25,"2017-10-10 17:00:21",https://untappd.com/c/513739740,https://untappd.com/beer/1396852,https://untappd.com/brewery/2619,Finland,Laitila,Etelä-Suomi,,,Can,513739740,1396852,2619,,3.03,3.06,,0,0
"Kukko Schwarz","Laitilan Wirvoitusjuomatehdas",Schwarzbier,4.5,10,,"Tapahtumakeskus Telakka",Helsinki,Uusimaa,Suomi,60.1522,24.9249,2.75,"2017-10-10 18:35:59",https://untappd.com/c/513746146,https://untappd.com/beer/1460540,https://untappd.com/brewery/2619,Finland,Laitila,Etelä-Suomi,,,Can,513746146,1460540,2619,,2.92,3,,0,0
"Into Greippi","Laitilan Wirvoitusjuomatehdas","Fruit Beer",4.7,0,,"Tapahtumakeskus Telakka",Helsinki,Uusimaa,Suomi,60.1522,24.9249,2,"2017-10-10 18:36:57",https://untappd.com/c/513746242,https://untappd.com/beer/792372,https://untappd.com/brewery/2619,Finland,Laitila,Etelä-Suomi,,,Can,513746242,792372,2619,,2.61,3.48,,0,0
"Kukko Pils","Laitilan Wirvoitusjuomatehdas","Pilsner - Other",4.5,35,,"Tapahtumakeskus Telakka",Helsinki,Uusimaa,Suomi,60.1522,24.9249,2,"2017-10-10 19:44:02",https://untappd.com/c/513754401,https://untappd.com/beer/38060,https://untappd.com/brewery/2619,Finland,Laitila,Etelä-Suomi,,,Can,513754401,38060,2619,,2.82,2.84,,0,0
Bomb!,"Prairie Artisan Ales","Stout - Imperial / Double Coffee",13,65,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,4.5,"2017-10-11 22:53:01",https://untappd.com/c/514023656,https://untappd.com/beer/348850,https://untappd.com/brewery/37713,"United States",Krebs,OK,,,Bottle,514023656,348850,37713,https://untappd.s3.amazonaws.com/photo/2017_10_11/4922c253a6f1ba3424848fb5dca19121_raw.jpg,4.3,4.3,,1,0
"Emmer Pale Ale","Malmgårdin Panimo","Wheat Beer - American Pale Wheat",5,55,"Ihan miellyttävä saunajuoma","Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.25,"2017-10-13 23:26:43",https://untappd.com/c/514698917,https://untappd.com/beer/2029693,https://untappd.com/brewery/5187,Finland,Loviisa,Etelä-Suomi,,,Bottle,514698917,2029693,5187,https://untappd.s3.amazonaws.com/photo/2017_10_13/58c31436f14270a5017378fcbb572ff5_raw.jpg,3.24,3.32,,0,0
"Mango Chili Gose","CoolHead Brew","Sour - Fruited Gose",4,8,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.5,"2017-10-14 15:26:08",https://untappd.com/c/515064878,https://untappd.com/beer/2311682,https://untappd.com/brewery/258054,Finland,Tuusula,Uusimaa,,"K-Citymarket Helsinki Ruoholahti",Can,515064878,2311682,258054,https://untappd.s3.amazonaws.com/photo/2017_10_14/4de9c3db40720f4d9d1312b68f4deb88_raw.jpg,3.46,3.47,,0,0
"DayTime IPA","Lagunitas Brewing Company","IPA - Session / India Session Ale",4,31,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.75,"2017-10-14 19:22:53",https://untappd.com/c/515139318,https://untappd.com/beer/198572,https://untappd.com/brewery/765,"United States",Petaluma,CA,,"K-Citymarket Helsinki Ruoholahti",Bottle,515139318,198572,765,,3.57,3.57,,0,0
"Suomen Olutmestarin Schwarz-weizen",Sinebrychoff,Schwarzbier,4.7,16,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,2.5,"2017-10-14 22:13:59",https://untappd.com/c/515287001,https://untappd.com/beer/2245038,https://untappd.com/brewery/961,Finland,Kerava,Etelä-Suomi,,Lidl,Bottle,515287001,2245038,961,https://untappd.s3.amazonaws.com/photo/2017_10_14/e2b1c5f4cba143cd3711830bf4d330a2_raw.jpg,2.89,2.99,,0,0
"Rudie Session IPA","Ska Brewing","IPA - Session / India Session Ale",4.5,59,"Aika toimiva  maitokauppavahvuiseksi","Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.75,"2017-10-14 23:23:11",https://untappd.com/c/515360047,https://untappd.com/beer/731757,https://untappd.com/brewery/1150,"United States",Durango,CO,,"K-Citymarket Helsinki Ruoholahti",Can,515360047,731757,1150,https://untappd.s3.amazonaws.com/photo/2017_10_14/9f341f2d8149bc65eb79f435d70e0e30_raw.jpg,3.55,3.55,,0,0
"Tropical Rumble","To Øl","IPA - Session / India Session Ale",4.3,0,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.5,"2017-10-15 00:14:05",https://untappd.com/c/515412841,https://untappd.com/beer/2063261,https://untappd.com/brewery/2241,Denmark,Copenhagen,"Region Hovedstaden",,"K-Citymarket Helsinki Ruoholahti",Can,515412841,2063261,2241,https://untappd.s3.amazonaws.com/photo/2017_10_14/0a88009aa9ea1f9b219cb8365f700517_raw.jpg,3.47,3.47,,0,0
"Mufloni Stout","Panimoravintola Beer Hunter's","Stout - Irish Dry",4.5,0,"Ihan hyvä kahvinen stout tämän vahvuiseksi","Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.25,"2017-10-15 23:15:39",https://untappd.com/c/515970442,https://untappd.com/beer/2070936,https://untappd.com/brewery/20115,Finland,Pori,Länsi-Suomi,,Lidl,Bottle,515970442,2070936,20115,https://untappd.s3.amazonaws.com/photo/2017_10_15/733f1525d36304c39e857ec812131802_raw.jpg,3.03,3.29,,0,0
Zodiak,Omnipollo,"IPA - American",6.2,65,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,4,"2017-10-20 20:37:26",https://untappd.com/c/517283674,https://untappd.com/beer/852701,https://untappd.com/brewery/29486,Sweden,"Sundbybergs kommun","Stockholms län",,Alko,Bottle,517283674,852701,29486,https://untappd.s3.amazonaws.com/photo/2017_10_20/585e0b2b872422c020896603013c2116_raw.jpeg,3.79,3.78,,1,0
Sculpin,"Ballast Point Brewing Company","IPA - American",7,70,"Pykälä alas, ei ehkä niin kova kuin muistin","Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,4,"2017-10-20 20:52:34",https://untappd.com/c/517291308,https://untappd.com/beer/5558,https://untappd.com/brewery/68,"United States","San Diego",CA,,Alko,Bottle,517291308,5558,68,,3.97,3.97,,0,0
"Pumpkin Ale","Steamworks Brewing Company ","Pumpkin / Yam Beer",6.5,25,"Yllättävän ok, jotenkin jouluinen","Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.25,"2017-10-20 23:09:32",https://untappd.com/c/517376810,https://untappd.com/beer/244494,https://untappd.com/brewery/1996,Canada,Burnaby,BC,,Alko,,517376810,244494,1996,https://untappd.s3.amazonaws.com/photo/2017_10_20/7b51963c6c238215dc0ba7c7fa232812_raw.jpeg,3.43,3.44,,0,0
"Old Ford Export Stout","Redchurch Brewery ","Stout - Foreign / Export",7.5,0,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,4,"2017-10-21 20:20:44",https://untappd.com/c/517896173,https://untappd.com/beer/201210,https://untappd.com/brewery/16221,England,Harlow,Essex,,Alko,,517896173,201210,16221,https://untappd.s3.amazonaws.com/photo/2017_10_21/0cd91750d4134c6f3decbd4f9b11c527_raw.jpeg,3.79,3.78,,0,0
"Punk IPA",BrewDog,"IPA - American",5.2,35,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,4,"2017-10-21 22:27:52",https://untappd.com/c/518017137,https://untappd.com/beer/5702,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,"Vanttila / Fantsby",Bottle,518017137,5702,241,,3.75,3.75,,0,0
Jaipur,"Thornbridge Brewery","IPA - American",5.9,55,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,4,"2017-10-21 22:58:50",https://untappd.com/c/518049580,https://untappd.com/beer/7705,https://untappd.com/brewery/2047,England,Bakewell,Derbyshire,,Alko,Bottle,518049580,7705,2047,,3.62,3.62,,0,0
"Katkera Nunna","Fiskarsin Panimo","Sour - Fruited Gose",3.5,9,"Karpalo tulee juuri ja juuri esille, hiukan vetinen","Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,2.75,"2017-10-21 23:13:48",https://untappd.com/c/518065072,https://untappd.com/beer/2132710,https://untappd.com/brewery/35196,Finland,Fiskars,Etelä-Suomi,,"Vanttila / Fantsby",Bottle,518065072,2132710,35196,https://untappd.s3.amazonaws.com/photo/2017_10_21/f0d799421623ec5fbf2fcae862e523d6_raw.jpeg,2.63,2.78,,0,0
Kesäkolli,"Fiskarsin Panimo","Spiced / Herbed Beer",4.3,0,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,2.5,"2017-10-22 20:47:54",https://untappd.com/c/518596519,https://untappd.com/beer/205120,https://untappd.com/brewery/35196,Finland,Fiskars,Etelä-Suomi,,"Vanttila / Fantsby",Bottle,518596519,205120,35196,https://untappd.s3.amazonaws.com/photo/2017_10_22/3dac0eb4dab4fc18a3cf62a4cab341db_raw.jpeg,2.93,3.01,,0,0
"Luomu Musta Valssi (4.3%)","Fiskarsin Panimo","Lager - Dark",4.3,0,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.25,"2017-10-22 23:57:43",https://untappd.com/c/518709156,https://untappd.com/beer/886283,https://untappd.com/brewery/35196,Finland,Fiskars,Etelä-Suomi,,,Bottle,518709156,886283,35196,https://untappd.s3.amazonaws.com/photo/2017_10_22/3e2454fa87daa85e8aa20d8f1a4fdabe_raw.jpeg,3.07,3.16,,0,0
"Juhla Pils","Fiskarsin Panimo","Pilsner - Other",4.5,30,"Itse asiassa kelpo pilsneri","Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,2.75,"2017-10-23 21:33:02",https://untappd.com/c/518935341,https://untappd.com/beer/1767314,https://untappd.com/brewery/35196,Finland,Fiskars,Etelä-Suomi,,"Fiskari / Fiskars",Bottle,518935341,1767314,35196,https://untappd.s3.amazonaws.com/photo/2017_10_23/f6da3beb32115d7925df886071f024f7_raw.jpeg,3.06,3.17,,0,0
"Fiskarin Vehnä","Fiskarsin Panimo",Hefeweizen,3.5,18,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,2.75,"2017-10-24 00:10:21",https://untappd.com/c/518969203,https://untappd.com/beer/1559096,https://untappd.com/brewery/35196,Finland,Fiskars,Etelä-Suomi,,"Fiskari / Fiskars",Bottle,518969203,1559096,35196,,2.89,3.03,,0,0
"Perlenbacher Premium Pils","Lidl Deutschland / Germany","Pilsner - German",4.9,15,Peruskuraa,,,,,,,1.5,"2017-10-25 20:03:49",https://untappd.com/c/519361033,https://untappd.com/beer/185351,https://untappd.com/brewery/182278,Germany,Neckarsulm,Baden-Württemberg,,Lidl,Can,519361033,185351,182278,,2.66,2.67,,0,0
Indulgents,KOLK,"IPA - American",6.5,50,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.5,"2017-10-26 23:07:47",https://untappd.com/c/519678852,https://untappd.com/beer/1759543,https://untappd.com/brewery/273856,Estonia,"Alliku küla",Harjumaa,,Alko,Bottle,519678852,1759543,273856,https://untappd.s3.amazonaws.com/photo/2017_10_26/4a6d6a4b9dfd36b3aa17762b8977f529_raw.jpeg,3.57,3.58,,1,0
"Raspberry Dipping Chocolate Dripping Super Trouper Sour Porter","The Flying Dutchman Nomad Brewing Company","Porter - Other",7,55,"Aika erikoinen, joulukonvehti tulee mieleen, kevyt ja hapan, mutta toimii kuitenkin","Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.25,"2017-10-26 23:33:59",https://untappd.com/c/519687957,https://untappd.com/beer/1940379,https://untappd.com/brewery/75189,Finland,Vantaa,Etelä-Suomi,,Alko,Bottle,519687957,1940379,75189,https://untappd.s3.amazonaws.com/photo/2017_10_26/9bc1060f57052b80003d124b50926f3d_raw.jpeg,3.29,3.32,,1,1
Aprikosmos,Sonnisaari,"IPA - Session / India Session Ale",5.8,0,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.5,"2017-10-27 20:02:40",https://untappd.com/c/519961858,https://untappd.com/beer/1655684,https://untappd.com/brewery/201562,Finland,Oulu,Pohjois-Suomi,,Alko,,519961858,1655684,201562,https://untappd.s3.amazonaws.com/photo/2017_10_27/592e28dd06f32fe79bf19b751452d58b_raw.jpeg,3.28,3.34,,0,0
"Tervahauta Porter","Fiskarsin Panimo","Porter - Other",5.2,30,"Ei viitti arvostella kun ei oo mun juttu lainkaan tämä tyyli","Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,,"2017-10-27 22:49:21",https://untappd.com/c/520050479,https://untappd.com/beer/536732,https://untappd.com/brewery/35196,Finland,Fiskars,Etelä-Suomi,,"Fiskari / Fiskars",Bottle,520050479,536732,35196,https://untappd.s3.amazonaws.com/photo/2017_10_27/5c009945322f3453fd6233803f241a2d_raw.jpeg,2.99,3.12,,0,0
"Hanalei Island IPA","Kona Brewing Company","IPA - Session / India Session Ale",4.5,40,"Miellyttävä kauppa IPA, mangoa, sitruunaa","Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.75,"2017-10-28 19:36:50",https://untappd.com/c/520513077,https://untappd.com/beer/1604713,https://untappd.com/brewery/1988,"United States","Kailua Kona",HI,,"K-Citymarket Helsinki Ruoholahti",Bottle,520513077,1604713,1988,https://untappd.s3.amazonaws.com/photo/2017_10_28/c82bb980f4cacfb764e923f88149f478_raw.jpeg,3.56,3.56,,0,0
"Lapin Kulta Luomu",Hartwall,"Lager - Euro Pale",4.5,0,,"Bistro O mat",Kirkkonummi,Uusimaa,Suomi,60.121,24.445,2,"2017-10-29 16:54:50",https://untappd.com/c/521120789,https://untappd.com/beer/223466,https://untappd.com/brewery/3264,Finland,Lahti,Etelä-Suomi,,"Bistro O mat",Draft,521120789,223466,3264,,2.49,2.69,,0,0
"White Ghost Berliner Weisse","Stone Brewing Berlin","Sour - Berliner Weisse",4.7,12,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.25,"2017-10-29 19:32:02",https://untappd.com/c/521175342,https://untappd.com/beer/1731162,https://untappd.com/brewery/255911,Germany,,,,Alko,Can,521175342,1731162,255911,https://untappd.s3.amazonaws.com/photo/2017_10_29/914ad4e9dbc14ff1a1076ae7ea2b8720_raw.jpeg,3.35,3.35,,0,0
"Punk IPA",BrewDog,"IPA - American",5.2,35,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,4,"2017-11-03 23:06:30",https://untappd.com/c/522674360,https://untappd.com/beer/5702,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,Alko,Bottle,522674360,5702,241,,3.75,3.75,,0,0
"Old Ford Export Stout","Redchurch Brewery ","Stout - Foreign / Export",7.5,0,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,4,"2017-11-03 23:55:18",https://untappd.com/c/522713072,https://untappd.com/beer/201210,https://untappd.com/brewery/16221,England,Harlow,Essex,,Alko,Bottle,522713072,201210,16221,,3.79,3.78,,0,0
"Hello Darkness My Old Friend","Arts District Brewing",Schwarzbier,4.8,0,"Panopäivän olut","Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.25,"2017-11-04 17:05:23",https://untappd.com/c/523061281,https://untappd.com/beer/1867961,https://untappd.com/brewery/238744,"United States","Los Angeles",CA,,,Bottle,523061281,1867961,238744,https://untappd.s3.amazonaws.com/photo/2017_11_04/5b48419744d11556fa2ec1d475a29512_raw.jpeg,3.53,3.57,,1,0
Jouluapulainen,"Ruosniemi Brewery","Winter Ale",4.7,0,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,2.75,"2017-11-04 22:27:09",https://untappd.com/c/523313875,https://untappd.com/beer/2301885,https://untappd.com/brewery/34204,Finland,Pori,Länsi-Suomi,,,Bottle,523313875,2301885,34204,https://untappd.s3.amazonaws.com/photo/2017_11_04/dabeec481f4740ae9b4b67ed18ec520c_raw.jpeg,2.9,3.23,,0,0
"Gale's Seafarers Ale","Fuller's Brewery","English Bitter",3.6,28,,"Molly Malone's",Helsinki,Uusimaa,Suomi,60.171,24.9462,3.25,"2017-11-06 15:47:43",https://untappd.com/c/524127330,https://untappd.com/beer/240278,https://untappd.com/brewery/3296,England,London,"Greater London",,"Molly Malone's",Draft,524127330,240278,3296,,3.21,3.22,,1,0
"Murphy's Irish Stout","Heineken Ireland","Stout - Irish Dry",4,34,,"Molly Malone's",Helsinki,Uusimaa,Suomi,60.171,24.9462,3.5,"2017-11-06 16:26:35",https://untappd.com/c/524129402,https://untappd.com/beer/5932,https://untappd.com/brewery/1418,Ireland,Cork,Munster,,"Molly Malone's",Draft,524129402,5932,1418,,3.5,3.5,,0,0
"IPPALO 100",Olutpaja,"IPA - American",6.5,0,,,,,,,,3.5,"2017-11-06 19:59:12",https://untappd.com/c/524148154,https://untappd.com/beer/2358050,https://untappd.com/brewery/143061,Finland,Laitikkala,Länsi-Suomi,,,Draft,524148154,2358050,143061,,3.41,3.52,,0,0
"I Hop It's Not A Problem #3","Donut Island Brewing","IPA - New England",6.2,40,,Kaisla,Helsinki,Uusimaa,Suomi,60.1719,24.9474,3.75,"2017-11-06 20:01:11",https://untappd.com/c/524148435,https://untappd.com/beer/2177539,https://untappd.com/brewery/121616,Finland,Lempäälä,Länsi-Suomi,,Kaisla,Draft,524148435,2177539,121616,,3.7,3.7,,0,0
"Slot Machine",BrewDog,"IPA - Rye",5.2,55,,"BrewDog Helsinki",Helsinki,Uusimaa,Suomi,60.1607,24.9423,3.5,"2017-11-06 21:26:58",https://untappd.com/c/524162754,https://untappd.com/beer/2297153,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,"BrewDog Helsinki",Draft,524162754,2297153,241,,3.48,3.49,"Ville Lehtinen",0,0
"Aon Hazelnut Cupcake",Omnipollo,"Stout - Imperial / Double Pastry",11,0,,"BrewDog Helsinki",Helsinki,Uusimaa,Suomi,60.1607,24.9423,4,"2017-11-06 21:30:40",https://untappd.com/c/524163446,https://untappd.com/beer/2205984,https://untappd.com/brewery/29486,Sweden,"Sundbybergs kommun","Stockholms län",,"BrewDog Helsinki",Draft,524163446,2205984,29486,,4.28,4.25,"Ville Lehtinen",0,0
"Over the Galaxies","CoolHead Brew","IPA - New England",7,0,,"BrewDog Helsinki",Helsinki,Uusimaa,Suomi,60.1607,24.9423,3.5,"2017-11-06 21:34:17",https://untappd.com/c/524164171,https://untappd.com/beer/2320947,https://untappd.com/brewery/258054,Finland,Tuusula,Uusimaa,,"BrewDog Helsinki",Draft,524164171,2320947,258054,,3.65,3.65,,0,0
"Make Earth Great Again",BrewDog,"Farmhouse Ale - Saison",7.5,30,,"BrewDog Helsinki",Helsinki,Uusimaa,Suomi,60.1607,24.9423,3.25,"2017-11-06 22:07:12",https://untappd.com/c/524170757,https://untappd.com/beer/2318227,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,"BrewDog Helsinki",Draft,524170757,2318227,241,,3.55,3.55,,0,0
"Abstrakt AB:23",BrewDog,"Barleywine - American",11.5,85,,"BrewDog Helsinki",Helsinki,Uusimaa,Suomi,60.1607,24.9423,4,"2017-11-06 22:40:38",https://untappd.com/c/524177677,https://untappd.com/beer/2280207,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,"BrewDog Helsinki",Draft,524177677,2280207,241,,3.98,3.96,,1,0
"Milkshake IPA (Mango)",Omnipollo,"IPA - Milkshake",7.2,0,,"BrewDog Helsinki",Helsinki,Uusimaa,Suomi,60.1607,24.9423,3.5,"2017-11-06 22:44:56",https://untappd.com/c/524178624,https://untappd.com/beer/2225470,https://untappd.com/brewery/29486,Sweden,"Sundbybergs kommun","Stockholms län",,"BrewDog Helsinki",Can,524178624,2225470,29486,,3.3,3.34,,0,0
