beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id,photo_url,global_rating_score,global_weighted_rating_score,tagged_friends,total_toasts,total_comments
"Karhu III",Sinebrychoff,"Lager - Pale",4.6,16,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,2,"2015-08-19 21:35:43",https://untappd.com/c/216046681,https://untappd.com/beer/39540,https://untappd.com/brewery/961,Finland,Kerava,Etelä-Suomi,,,,216046681,39540,961,,2.79,2.8,,0,0
"Libertine Black Ale",BrewDog,"IPA - Black / Cascadian Dark Ale",7.2,65,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,4.5,"2015-08-19 21:51:57",https://untappd.com/c/216049913,https://untappd.com/beer/158573,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,216049913,158573,241,https://untappd.s3.amazonaws.com/photo/2015_08_19/74f7d8b4797806b2453f469eca6e5c43_raw.jpg,3.8,3.8,,0,0
"Punk IPA",BrewDog,"IPA - American",5.2,35,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,4,"2015-08-20 08:59:04",https://untappd.com/c/216256060,https://untappd.com/beer/5702,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,216256060,5702,241,,3.75,3.75,,0,0
"5AM Saint",BrewDog,"Red Ale - American Amber / Red",5,35,"Rauta tulee läpi, mutta taattua hyvää koiraa...",Espoo,,"Southern Finland",Suomi,60.2064,24.6567,4,"2015-08-20 22:31:56",https://untappd.com/c/216323326,https://untappd.com/beer/6976,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,216323326,6976,241,https://untappd.s3.amazonaws.com/photo/2015_08_20/79459811778f67923eed41489a8d4c99_raw.jpg,3.63,3.63,,1,0
"DayTime IPA","Lagunitas Brewing Company","IPA - Session / India Session Ale",4,31,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,4,"2015-08-21 20:46:28",https://untappd.com/c/216619706,https://untappd.com/beer/198572,https://untappd.com/brewery/765,"United States",Petaluma,CA,,,,216619706,198572,765,https://untappd.s3.amazonaws.com/photo/2015_08_21/52332bc1833e01ee95b7d04fb3c202f4_raw.jpg,3.57,3.57,,1,0
Vagabond,BrewDog,Gluten-Free,4.5,55,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3.5,"2015-08-21 21:19:20",https://untappd.com/c/216630054,https://untappd.com/beer/904825,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,216630054,904825,241,,3.45,3.45,,0,0
Zeitgeist,BrewDog,"Lager - Dark",4.7,27,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,4.25,"2015-08-21 23:59:12",https://untappd.com/c/216694283,https://untappd.com/beer/15078,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,216694283,15078,241,https://untappd.s3.amazonaws.com/photo/2015_08_21/10a8dde6c7beb5abf66ba66edd15d43b_raw.jpg,3.43,3.43,,1,0
"Lapin Kulta",Hartwall,"Lager - Pale",5.2,18,,"Sauvo / Sagu",Sauvo,Varsinais-Suomi,Suomi,60.3493,22.6824,1.5,"2015-08-22 18:17:23",https://untappd.com/c/217066741,https://untappd.com/beer/36800,https://untappd.com/brewery/3264,Finland,Lahti,Etelä-Suomi,,,,217066741,36800,3264,,2.57,2.59,,0,0
"Pale Ale","Sierra Nevada Brewing Co.","Pale Ale - American",5.6,38,,"Sauvo / Sagu",Sauvo,Varsinais-Suomi,Suomi,60.3493,22.6824,3.75,"2015-08-22 18:25:57",https://untappd.com/c/217068616,https://untappd.com/beer/6284,https://untappd.com/brewery/1142,"United States",Chico,CA,,,,217068616,6284,1142,https://untappd.s3.amazonaws.com/photo/2015_08_22/3f269d8baa6041ecfcd95718875d5f6c_raw.jpg,3.64,3.64,,1,0
"Hardcore IPA",BrewDog,"IPA - Imperial / Double",9.2,150,,"Sauvo / Sagu",Sauvo,Varsinais-Suomi,Suomi,60.3493,22.6824,4.25,"2015-08-22 20:40:47",https://untappd.com/c/217121114,https://untappd.com/beer/5707,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,217121114,5707,241,https://untappd.s3.amazonaws.com/photo/2015_08_22/45d8c14512bdd8e5a3315a0eafa4c792_raw.jpg,3.92,3.92,,0,0
"Centennial IPA","Founders Brewing Co.","IPA - American",7.2,65,,"Sauvo / Sagu",Sauvo,Varsinais-Suomi,Suomi,60.3493,22.6824,3.75,"2015-08-22 21:54:45",https://untappd.com/c/217165696,https://untappd.com/beer/1456,https://untappd.com/brewery/549,"United States","Grand Rapids",MI,,,,217165696,1456,549,,3.77,3.77,,1,0
"Olvi III",Olvi,"Lager - Pale",4.5,15,,"Sauvo / Sagu",Sauvo,Varsinais-Suomi,Suomi,60.3493,22.6824,1.5,"2015-08-23 14:40:41",https://untappd.com/c/217636646,https://untappd.com/beer/24119,https://untappd.com/brewery/2655,Finland,Iisalmi,Itä-Suomi,,,,217636646,24119,2655,,2.43,2.48,,0,0
"Grafenwalder Pils","Frankfurter Brauhaus","Pilsner - German",4.9,0,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,1.5,"2015-08-27 19:12:19",https://untappd.com/c/218666829,https://untappd.com/beer/67076,https://untappd.com/brewery/8312,Germany,"Frankfurt (Oder)",Brandenburg,,,,218666829,67076,8312,,2.42,2.49,,0,0
"American Lager","Stadin Panimo","Lager - American Light",4.5,35,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3,"2015-08-28 21:01:04",https://untappd.com/c/218996327,https://untappd.com/beer/507702,https://untappd.com/brewery/5200,Finland,Helsinki,Etelä-Suomi,,,,218996327,507702,5200,,3.37,3.39,,0,0
ESB,"Fuller's Brewery","Extra Special / Strong Bitter",5.5,35,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,2.75,"2015-08-28 21:12:37",https://untappd.com/c/218999916,https://untappd.com/beer/5455,https://untappd.com/brewery/3296,England,London,"Greater London",,,,218999916,5455,3296,,3.55,3.55,,0,0
"Hercules Double IPA","Great Divide Brewing Company","IPA - Imperial / Double",10,85,"Illan kohokohta.",Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3.5,"2015-08-28 22:15:22",https://untappd.com/c/219022123,https://untappd.com/beer/419,https://untappd.com/brewery/604,"United States",Denver,CO,,,,219022123,419,604,https://untappd.s3.amazonaws.com/photo/2015_08_28/51e0561c19d1f3dde1e9facb89e960f0_raw.jpg,3.82,3.82,,1,0
"Lapin Kulta",Hartwall,"Lager - Pale",5.2,18,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,1.5,"2015-08-29 00:24:20",https://untappd.com/c/219079888,https://untappd.com/beer/36800,https://untappd.com/brewery/3264,Finland,Lahti,Etelä-Suomi,,,,219079888,36800,3264,,2.57,2.59,,0,0
"Mufloni CCCCC IPA","Panimoravintola Beer Hunter's","IPA - American",7,100,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3.5,"2015-08-29 19:29:09",https://untappd.com/c/219457620,https://untappd.com/beer/48263,https://untappd.com/brewery/20115,Finland,Pori,Länsi-Suomi,,,,219457620,48263,20115,,3.7,3.7,,1,0
"India Pale Ale","Maku Brewing","IPA - American",7.3,70,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,4,"2015-08-29 22:23:54",https://untappd.com/c/219559702,https://untappd.com/beer/755395,https://untappd.com/brewery/144063,Finland,Tuusula,,,,,219559702,755395,144063,https://untappd.s3.amazonaws.com/photo/2015_08_29/b180f92aff1d9f4723587cba83ad6e57_raw.jpg,3.61,3.61,,0,0
"Stadin Red Ale","Stadin Panimo","Red Ale - American Amber / Red",5.6,40,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3.25,"2015-08-29 23:08:14",https://untappd.com/c/219593563,https://untappd.com/beer/706082,https://untappd.com/brewery/5200,Finland,Helsinki,Etelä-Suomi,,,,219593563,706082,5200,,3.38,3.42,,0,0
"Liberty Ale","Anchor Brewing Company","IPA - American",5.9,47,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3.5,"2015-09-04 20:04:24",https://untappd.com/c/221302685,https://untappd.com/beer/5173,https://untappd.com/brewery/3891,"United States","San Francisco",CA,,,,221302685,5173,3891,,3.48,3.48,,0,0
"Torpedo Extra IPA","Sierra Nevada Brewing Co.","IPA - American",7.2,65,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,4,"2015-09-04 20:43:42",https://untappd.com/c/221314638,https://untappd.com/beer/4997,https://untappd.com/brewery/1142,"United States",Chico,CA,,,,221314638,4997,1142,,3.73,3.73,,1,0
"Snake Dog IPA","Flying Dog Brewery","IPA - American",7.1,60,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,4,"2015-09-08 21:15:45",https://untappd.com/c/223136745,https://untappd.com/beer/3759,https://untappd.com/brewery/540,"United States",Frederick,MD,,,,223136745,3759,540,https://untappd.s3.amazonaws.com/photo/2015_09_08/a90adc7036f95e037301a46e49ba8ea6_raw.jpg,3.59,3.59,,1,0
"#MashTag 2015",BrewDog,"Barleywine - English",10,85,,"BrewDog Helsinki",Helsinki,Uusimaa,Suomi,60.1607,24.9423,4,"2015-09-10 18:31:18",https://untappd.com/c/223523595,https://untappd.com/beer/1169811,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,223523595,1169811,241,,3.93,3.92,,1,0
"B Side: Deaf Mermaid",BrewDog,"Pale Ale - American",5.2,65,,"BrewDog Helsinki",Helsinki,Uusimaa,Suomi,60.1607,24.9423,3.25,"2015-09-10 19:03:00",https://untappd.com/c/223526484,https://untappd.com/beer/1084880,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,223526484,1084880,241,,3.65,3.65,,1,0
"Jack Hammer",BrewDog,"IPA - American",7.2,250,,"BrewDog Helsinki",Helsinki,Uusimaa,Suomi,60.1607,24.9423,4,"2015-09-10 20:20:39",https://untappd.com/c/223536236,https://untappd.com/beer/196338,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,223536236,196338,241,,3.8,3.8,,0,0
"Hello My Name Is Holy Moose",BrewDog,"IPA - American",5.5,38,,"BrewDog Helsinki",Helsinki,Uusimaa,Suomi,60.1607,24.9423,3.75,"2015-09-10 20:26:26",https://untappd.com/c/223537137,https://untappd.com/beer/1229604,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,223537137,1229604,241,,3.29,3.3,,0,0
Hinterland,BrewDog,"Stout - Imperial / Double Oatmeal",9,85,,"BrewDog Helsinki",Helsinki,Uusimaa,Suomi,60.1607,24.9423,4.25,"2015-09-10 20:27:07",https://untappd.com/c/223537309,https://untappd.com/beer/1030584,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,223537309,1030584,241,,4.08,4.06,,0,0
"Mix Tape 8",BrewDog,"IPA - Imperial / Double",14.5,50,,"BrewDog Helsinki",Helsinki,Uusimaa,Suomi,60.1607,24.9423,3.75,"2015-09-10 21:19:26",https://untappd.com/c/223545983,https://untappd.com/beer/414139,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,223545983,414139,241,,4.23,4.2,,0,0
"Electric India",BrewDog,"IPA - Farmhouse",5.2,38,,Helsinki,,Uusimaa,Suomi,60.1682,24.9431,3.5,"2015-09-11 10:11:06",https://untappd.com/c/223778163,https://untappd.com/beer/374052,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,223778163,374052,241,,3.47,3.47,,0,0
"Karjala III",Hartwall,"Lager - Pale",4.5,18,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,1.75,"2015-09-11 21:47:08",https://untappd.com/c/223852234,https://untappd.com/beer/37809,https://untappd.com/brewery/3264,Finland,Lahti,Etelä-Suomi,,,,223852234,37809,3264,,2.26,2.29,,0,0
"Brooklyn East IPA","Brooklyn Brewery","IPA - English",6.9,47,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3.5,"2015-09-11 22:46:17",https://untappd.com/c/223874277,https://untappd.com/beer/1826,https://untappd.com/brewery/259,"United States",Brooklyn,NY,,,,223874277,1826,259,,3.51,3.51,,0,0
"Pilsner Urquell","Plzeňský Prazdroj","Pilsner - Czech",4.4,40,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,2.75,"2015-09-15 22:08:09",https://untappd.com/c/225411828,https://untappd.com/beer/37936,https://untappd.com/brewery/1459,"Czech Republic",Pilsen,Jihozápad,,,,225411828,37936,1459,,3.36,3.36,,0,0
"Mississippi Beer (4,6% version)","Laitilan Wirvoitusjuomatehdas","California Common",4.6,35,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3,"2015-09-16 22:51:34",https://untappd.com/c/225626409,https://untappd.com/beer/1027875,https://untappd.com/brewery/2619,Finland,Laitila,Etelä-Suomi,,,,225626409,1027875,2619,,3.05,3.12,,0,0
"Kozel Černý / Dark","Pivovar Velké Popovice","Lager - Dark",3.8,14,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,2.75,"2015-09-16 23:39:20",https://untappd.com/c/225635550,https://untappd.com/beer/70150,https://untappd.com/brewery/135600,"Czech Republic","Velké Popovice","Střední Čechy",,,,225635550,70150,135600,,3.3,3.3,,0,0
"Alice Porter",BrewDog,"Porter - Baltic",5.2,55,"Kupittaan cittarista...",Hirvensalo,Turku,Varsinais-Suomi,Suomi,60.4086,22.2174,4,"2015-09-18 22:43:21",https://untappd.com/c/226168612,https://untappd.com/beer/992160,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,226168612,992160,241,,3.61,3.62,,1,0
"This. Is. Lager.",BrewDog,"Pilsner - Other",4.7,40,,Hirvensalo,Turku,Varsinais-Suomi,Suomi,60.4086,22.2174,3.5,"2015-09-19 21:59:03",https://untappd.com/c/226679261,https://untappd.com/beer/799438,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,226679261,799438,241,,3.28,3.29,,1,0
"India Pale Ale","Fuller's Brewery","IPA - English",5.3,50,,"Sauvo / Sagu",Sauvo,Varsinais-Suomi,Suomi,60.3493,22.6824,3.25,"2015-09-19 22:11:26",https://untappd.com/c/226689478,https://untappd.com/beer/25980,https://untappd.com/brewery/3296,England,London,"Greater London",,,,226689478,25980,3296,,3.38,3.38,,0,0
"Tuborg Grøn","Carlsberg Group","Pilsner - Other",4.6,18,,"Sauvo / Sagu",Sauvo,Varsinais-Suomi,Suomi,60.3493,22.6824,2,"2015-09-20 15:53:36",https://untappd.com/c/227160793,https://untappd.com/beer/6797,https://untappd.com/brewery/344,Denmark,Copenhagen,"Region Hovedstaden",,,,227160793,6797,344,,2.81,2.81,,0,0
"Sandels 4.7%",Olvi,"Lager - Euro Pale",4.7,15,,"Sauvo / Sagu",Sauvo,Varsinais-Suomi,Suomi,60.3493,22.6824,2,"2015-09-20 15:54:50",https://untappd.com/c/227160909,https://untappd.com/beer/9459,https://untappd.com/brewery/2655,Finland,Iisalmi,Itä-Suomi,,,,227160909,9459,2655,,2.82,2.84,,0,0
"Old Empire IPA","Marston's Brewery","IPA - English",5.7,35,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,2.5,"2015-09-20 21:51:47",https://untappd.com/c/227259489,https://untappd.com/beer/15040,https://untappd.com/brewery/1517,England,Burton-on-Trent,Staffordshire,,,,227259489,15040,1517,,3.28,3.28,,0,0
"Alpha POP",BrewDog,"Rye Beer",4.5,30,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3.75,"2015-09-26 17:17:25",https://untappd.com/c/228965607,https://untappd.com/beer/630918,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,228965607,630918,241,https://untappd.s3.amazonaws.com/photo/2015_09_26/402eeecbf46e8026adda631ba710cc4f_raw.jpg,3.46,3.46,,0,0
"Hello My Name Is Little Ingrid",BrewDog,"IPA - American",4.4,60,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,4,"2015-09-26 18:06:04",https://untappd.com/c/228977402,https://untappd.com/beer/1030576,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,228977402,1030576,241,https://untappd.s3.amazonaws.com/photo/2015_09_26/65d405cb189c0027f985b89106f2f615_raw.jpg,3.57,3.58,,1,0
"Meidän Veikko Vastaa Kymmentä Jenkkiä","Lidl Suomi","Pale Ale - American",4.7,0,"Ei vastaa",Espoo,,"Southern Finland",Suomi,60.2064,24.6567,1.5,"2015-09-29 22:42:18",https://untappd.com/c/230189127,https://untappd.com/beer/1110441,https://untappd.com/brewery/125114,Finland,Espoo,Etelä-Suomi,,,,230189127,1110441,125114,,2.74,2.83,,1,0
"Easy IPA","Flying Dog Brewery","IPA - Session / India Session Ale",4.7,50,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3.75,"2015-09-30 22:29:07",https://untappd.com/c/230390106,https://untappd.com/beer/270757,https://untappd.com/brewery/540,"United States",Frederick,MD,,,,230390106,270757,540,https://untappd.s3.amazonaws.com/photo/2015_09_30/732545f0d80a8b0fb7c25f8b1e8d3fbd_raw.jpg,3.53,3.53,,1,0
"Kukko Vehnä","Laitilan Wirvoitusjuomatehdas",Hefeweizen,4.7,15,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,2.5,"2015-10-02 21:01:34",https://untappd.com/c/230905748,https://untappd.com/beer/584756,https://untappd.com/brewery/2619,Finland,Laitila,Etelä-Suomi,,,,230905748,584756,2619,,2.93,2.99,,0,0
"Hello My Name Is Holy Moose",BrewDog,"IPA - American",5.5,38,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3.75,"2015-10-02 21:41:16",https://untappd.com/c/230919175,https://untappd.com/beer/1229604,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,230919175,1229604,241,,3.29,3.3,,1,0
"Hofbräu Oktoberfestbier","Staatliches Hofbräuhaus München",Festbier,6.3,26,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,,"2015-10-02 23:46:45",https://untappd.com/c/230971147,https://untappd.com/beer/40139,https://untappd.com/brewery/5566,Germany,Munich,Bayern,,,,230971147,40139,5566,,3.59,3.6,,0,0
"Doggie Style","Flying Dog Brewery","Pale Ale - American",5.5,35,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,4,"2015-10-03 20:36:29",https://untappd.com/c/231388191,https://untappd.com/beer/3775,https://untappd.com/brewery/540,"United States",Frederick,MD,,,,231388191,3775,540,,3.55,3.55,,0,0
"Anchor California Lager","Anchor Brewing Company","Lager - Pale",4.9,19,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3.25,"2015-10-03 21:06:29",https://untappd.com/c/231408207,https://untappd.com/beer/305204,https://untappd.com/brewery/3891,"United States","San Francisco",CA,,,,231408207,305204,3891,,3.39,3.39,,0,0
"Löwenbräu Oktoberfestbier",Spaten-Franziskaner-Löwenbräu-Gruppe,Festbier,6.1,23,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3,"2015-10-03 21:51:45",https://untappd.com/c/231442624,https://untappd.com/beer/65549,https://untappd.com/brewery/1176,Germany,Munich,Bayern,,,,231442624,65549,1176,,3.31,3.31,,0,0
"Hop Hunter","Sierra Nevada Brewing Co.","IPA - American",6.2,60,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,4,"2015-10-10 17:09:44",https://untappd.com/c/233607640,https://untappd.com/beer/568188,https://untappd.com/brewery/1142,"United States",Chico,CA,,,,233607640,568188,1142,https://untappd.s3.amazonaws.com/photo/2015_10_10/c64ea394f56fc41c149e5a3155d5417a_raw.jpg,3.78,3.78,,1,0
"Pale Ale","Founders Brewing Co.","Pale Ale - American",5.4,35,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3.5,"2015-10-10 20:27:36",https://untappd.com/c/233678395,https://untappd.com/beer/22011,https://untappd.com/brewery/549,"United States","Grand Rapids",MI,,,,233678395,22011,549,https://untappd.s3.amazonaws.com/photo/2015_10_10/25fe0d1f29eb714ec61b8cac869f92e5_raw.jpg,3.54,3.54,,0,0
"Jack Hammer",BrewDog,"IPA - American",7.2,250,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,4,"2015-10-10 22:20:28",https://untappd.com/c/233763373,https://untappd.com/beer/196338,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,233763373,196338,241,,3.8,3.8,,0,0
"Santa Paws Scotch Ale",BrewDog,"Scottish Ale",4.5,35,"Ylläri valtsusta",Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3.5,"2015-10-16 18:33:55",https://untappd.com/c/235519227,https://untappd.com/beer/491728,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,235519227,491728,241,https://untappd.s3.amazonaws.com/photo/2015_10_16/9ff223c9113eb2842d181509c0a96361_raw.jpg,3.27,3.27,,1,0
Jaipur,"Thornbridge Brewery","IPA - American",5.9,55,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3.25,"2015-10-16 20:38:16",https://untappd.com/c/235548326,https://untappd.com/beer/7705,https://untappd.com/brewery/2047,England,Bakewell,Derbyshire,,,,235548326,7705,2047,https://untappd.s3.amazonaws.com/photo/2015_10_16/5456b4dd2b7ca330c55c2893f6271890_raw.jpg,3.62,3.62,,0,0
"Golden Pride","Fuller's Brewery","Strong Ale - English",8.5,40,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,2.5,"2015-10-16 22:02:39",https://untappd.com/c/235577675,https://untappd.com/beer/15068,https://untappd.com/brewery/3296,England,London,"Greater London",,,,235577675,15068,3296,,3.61,3.61,,0,0
"Franziskaner Premium Weissbier Kristallklar",Spaten-Franziskaner-Löwenbräu-Gruppe,Kristallweizen,5,13,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3.25,"2015-10-17 15:57:47",https://untappd.com/c/235966051,https://untappd.com/beer/36568,https://untappd.com/brewery/1176,Germany,Munich,Bayern,,,,235966051,36568,1176,,3.44,3.44,,0,0
"Karjala III",Hartwall,"Lager - Pale",4.5,18,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,1.75,"2015-10-17 22:47:20",https://untappd.com/c/236154567,https://untappd.com/beer/37809,https://untappd.com/brewery/3264,Finland,Lahti,Etelä-Suomi,,,,236154567,37809,3264,,2.26,2.29,,0,0
"Electric India",BrewDog,"IPA - Farmhouse",5.2,38,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3.5,"2015-10-24 17:56:07",https://untappd.com/c/238349186,https://untappd.com/beer/374052,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,238349186,374052,241,https://untappd.s3.amazonaws.com/photo/2015_10_24/9980eba0e2255a0e63e577d59eed8a09_raw.jpg,3.47,3.47,,1,0
"Duvel Tripel Hop 2015 - Equinox","Duvel Moortgat","Belgian Strong Golden Ale",9.5,48,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,4.25,"2015-10-24 19:55:43",https://untappd.com/c/238393845,https://untappd.com/beer/983794,https://untappd.com/brewery/167,Belgium,Puurs,Vlaanderen,,,,238393845,983794,167,https://untappd.s3.amazonaws.com/photo/2015_10_24/a2ad44cb6e6de935e949bfb9d77e2efa_raw.jpg,3.8,3.8,,0,0
"IPA (5%)",Olvi,"IPA - International",5,55,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,2.75,"2015-10-27 20:53:45",https://untappd.com/c/239497285,https://untappd.com/beer/1013734,https://untappd.com/brewery/2655,Finland,Iisalmi,Itä-Suomi,,,,239497285,1013734,2655,,3.19,3.2,,0,0
"Late Red","Shepherd Neame","Red Ale - Other",4.5,0,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,2.5,"2015-10-28 23:28:18",https://untappd.com/c/239738120,https://untappd.com/beer/8965,https://untappd.com/brewery/1132,England,Faversham,Kent,,,,239738120,8965,1132,,3.31,3.33,,0,0
Kriek,"Brouwerij Lindemans","Lambic - Kriek",3.5,18,"Todella erikoinen, hapan, vaikka tuoksun perusteella makea",Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3,"2015-10-30 21:17:43",https://untappd.com/c/240234717,https://untappd.com/beer/3095,https://untappd.com/brewery/288,Belgium,Vlezenbeek,Vlaanderen,,,,240234717,3095,288,https://untappd.s3.amazonaws.com/photo/2015_10_30/b231d7757e96768f613cd877a93ee0ed_raw.jpg,3.54,3.54,,1,0
"Sandels 4.7%",Olvi,"Lager - Euro Pale",4.7,15,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,1.75,"2015-10-30 22:09:12",https://untappd.com/c/240255125,https://untappd.com/beer/9459,https://untappd.com/brewery/2655,Finland,Iisalmi,Itä-Suomi,,,,240255125,9459,2655,,2.82,2.84,,0,0
"Classic Collection - India Pale Ale","Shepherd Neame","IPA - English",6.1,40,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3.25,"2015-10-30 22:43:17",https://untappd.com/c/240270930,https://untappd.com/beer/40422,https://untappd.com/brewery/1132,England,Faversham,Kent,,,,240270930,40422,1132,,3.36,3.36,,0,0
"Piraat Triple Hop","Brouwerij Van Steenberge","Belgian Strong Golden Ale",10.5,65,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3.75,"2015-10-30 22:48:06",https://untappd.com/c/240273248,https://untappd.com/beer/295125,https://untappd.com/brewery/7778,Belgium,Ertvelde,Vlaanderen,,,,240273248,295125,7778,https://untappd.s3.amazonaws.com/photo/2015_10_30/e2270ec16c51e68d66879ac47e9b8522_raw.jpg,3.58,3.58,,1,0
"Dead Pony Club",BrewDog,"IPA - Session / India Session Ale",3.8,35,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,4,"2015-11-01 20:26:15",https://untappd.com/c/241246252,https://untappd.com/beer/164769,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,241246252,164769,241,https://untappd.s3.amazonaws.com/photo/2015_11_01/f30485a49ca75c5641d385342848b871_raw.jpg,3.56,3.56,,0,0
"Black Elf","Ridgeway Brewing","IPA - Black / Cascadian Dark Ale",4.5,0,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,2.5,"2015-11-01 21:34:12",https://untappd.com/c/241274034,https://untappd.com/beer/1285357,https://untappd.com/brewery/1056,England,"South Stoke",Oxfordshire,,,,241274034,1285357,1056,,3.14,3.22,,0,0
"Classic Collection - Brilliant Ale / Blonde Ale","Shepherd Neame","Blonde Ale",5.6,27,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,2.75,"2015-11-03 21:41:42",https://untappd.com/c/241700259,https://untappd.com/beer/351048,https://untappd.com/brewery/1132,England,Faversham,Kent,,,,241700259,351048,1132,,3.4,3.42,,0,0
IPA,"Ridgeway Brewing","IPA - English",5.5,41,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3,"2015-11-03 22:59:22",https://untappd.com/c/241712969,https://untappd.com/beer/229,https://untappd.com/brewery/1056,England,"South Stoke",Oxfordshire,,,,241712969,229,1056,https://untappd.s3.amazonaws.com/photo/2015_11_03/6af7288a8b94d1f7cec5c4e52c82eccf_raw.jpg,3.26,3.28,,0,0
Premium,"A. Le Coq","Lager - Pale",4.5,13,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,2,"2015-11-04 22:05:21",https://untappd.com/c/241896321,https://untappd.com/beer/25508,https://untappd.com/brewery/11970,Estonia,Tartu,"Tartu maakond",,,,241896321,25508,11970,,2.68,2.7,,0,0
